Company Symbol,Company Name,Exchange,Domicile
658854,Middle East Insurance,JORDAN,JORDAN
659061,Societe Generale de Banque-Jordanie,JORDAN,JORDAN
661790,National Poultry,JORDAN,JORDAN
662212,National Portfolio Securities,JORDAN,JORDAN
662443,National Cable & Wire Manufacturing,JORDAN,JORDAN
662444,National Steel Industry,JORDAN,JORDAN
662478,National Chlorine Industries,JORDAN,JORDAN
663131,Al-Ahlia Enterprises,JORDAN,JORDAN
663175,Jordan Petroleum Refinery Co. Ltd.,JORDAN,JORDAN
663282,Investors & Eastern Arab for Industrial & RealEstate Invt.,JORDAN,JORDAN
663559,National Aluminium Industrial,JORDAN,JORDAN
666554,Pearl Sanitary Paper Converting,JORDAN,JORDAN
667473,Philadelphia Insurance Co. Ltd.,JORDAN,JORDAN
667781,Al-amin for Investment,JORDAN,JORDAN
667787,Arab East Investment,JORDAN,JORDAN
672699,Jordan Dubai Properties,JORDAN,JORDAN
674108,Al-Tajamouat for Catering & Housing Co. Plc,JORDAN,JORDAN
688880,The Jordan Worsted Mills Co. Ltd.,JORDAN,JORDAN
688882,Jordan Pipes Manufacturing,JORDAN,JORDAN
688891,United Mid East Hotels,JORDAN,JORDAN
689006,General Mining,JORDAN,JORDAN
689007,National Insurance Co. Psc,JORDAN,JORDAN
689008,Holy Land Insurance,JORDAN,JORDAN
689009,United Insurance,JORDAN,JORDAN
691384,Al-Qaria Food And Jod1,JORDAN,JORDAN
691391,United Financial Investments,JORDAN,JORDAN
691952,Universal Modern Industries Co.,JORDAN,JORDAN
692012,Bank Al Etihad,JORDAN,JORDAN
692036,Universal Chemical Industries,JORDAN,JORDAN
692061,Unified Transport & Logistics Co. Plc,JORDAN,JORDAN
692324,Union Investment Corporation,JORDAN,JORDAN
692326,Union Tobacco & Cigarette Industries Co.,JORDAN,JORDAN
692764,AlShamekha for RealEstate and Financial Investments Co. Ltd.,JORDAN,JORDAN
698038,Akary for Industries & Real Estate Investments,JORDAN,JORDAN
698437,Yarmouk Insurance,JORDAN,JORDAN
698976,Al-Zarqa for Education & Investment,JORDAN,JORDAN
699015,Zara Investments Co.,JORDAN,JORDAN
B011XV,Jordan Investment & Tourism Transport,JORDAN,JORDAN
B01CK7,ALJanoub Filters Manufacturing Co. Ltd.,JORDAN,JORDAN
B01SP0,Amman For Dev&Inve Jod1,JORDAN,JORDAN
B01SP1,Al-Barakah Takaful Co. LTD.,JORDAN,JORDAN
B01SP3,Real Estate & Investment Portfolio Co.,JORDAN,JORDAN
B01Z37,The Jordanian Pharmaceutical Manufacturing Co.,JORDAN,JORDAN
B02GLX,Arab East Real Estate Investments Co.,JORDAN,JORDAN
B02K2J,First National Vegetable Oil Industries,JORDAN,JORDAN
B044DH,Arab Orient Insurance,JORDAN,JORDAN
B04K4F,Specialized Trading & Investments,JORDAN,JORDAN
B05KGQ,Arab Pharmaceuticals Manufacturing Company PLC,JORDAN,JORDAN
B068P2,Jordan Loan Guarantee Corporation,JORDAN,JORDAN
B07450,Arab Bank,JORDAN,JORDAN
B0772V,Petra Education Co.,JORDAN,JORDAN
B0D6XX,Afia International Jod1,JORDAN,JORDAN
B0FY19,Al-bilad Medical Services,JORDAN,JORDAN
B0L4VZ,Top Mix or Green Mix,JORDAN,JORDAN
B0L4Y8,International Brokerage & Financial Markets,JORDAN,JORDAN
B0MJW5,OFFTEC Holding Group PLC,JORDAN,JORDAN
B0MJWB,International Arabian Development & Investment Trading,JORDAN,JORDAN
B0N3MW,Investment House for Financial Services,JORDAN,JORDAN
B0PDGN,Travertine,JORDAN,JORDAN
B0RR4Z,Jordanian Real Estate For Development,JORDAN,JORDAN
B0TRN5,Trust International Transport,JORDAN,JORDAN
B0TSL7,Al-Isra Education & Investment Plc,JORDAN,JORDAN
B0V01S,Transport & Investment Barter Co.,JORDAN,JORDAN
B0W5KX,The Arab Pesticides & Veterinary Drugs Manufacturing,JORDAN,JORDAN
B0WH6Q,Al-Amal Financial Investments Co.,JORDAN,JORDAN
B0WPWK,Amad Investment & Real Estate Development,JORDAN,JORDAN
B0XC0F,South Electronics,JORDAN,JORDAN
B0YRMW,Bindar Trading & Investment,JORDAN,JORDAN
B0Z7K1,Al-Faris National Co. for Investment & Export Plc,JORDAN,JORDAN
B0ZDR7,Emmar Investments & Real Estate Development,JORDAN,JORDAN
B10QD7,Amwal Invest Plc,JORDAN,JORDAN
B11QWJ,Ihdathiat Real Estate,JORDAN,JORDAN
B154TT,Hayat Pharmaceutical Industries,JORDAN,JORDAN
B15550,Winter Valley Tourism Investment,JORDAN,JORDAN
B15V5W,Nopar for Trading & Investment,JORDAN,JORDAN
B16HVG,The Consultant & Investment Group,JORDAN,JORDAN
B16JGY,Taameer Jordan Holdings PSC,JORDAN,JORDAN
B1CGTC,Masafat For Specialized Transportation,JORDAN,JORDAN
B1DR48,Methaq Real Estate Investment,JORDAN,JORDAN
B1FBGY,Contempro for Housing Projects,JORDAN,JORDAN
B1FBH5,Middle East Diversified Investment,JORDAN,JORDAN
B1FBZL,High Performance Real Estate Investments,JORDAN,JORDAN
B1FJQK,First Finance,JORDAN,JORDAN
B1FJQN,Al-bilad Securities & Investment,JORDAN,JORDAN
B1FML3,Awtad For Diversified Investments Plc,JORDAN,JORDAN
B1FW3X,Al Sanabel International For Islamic Investments (holding),JORDAN,JORDAN
B1G2M0,Zahrat Alurdon Real Estate & Hotels Investment,JORDAN,JORDAN
B1J97M,Arab Union Investors Co. for Real Estates Developing,JORDAN,JORDAN
B1KNK0,Jordanian Management & Consulting,JORDAN,JORDAN
B1L97H,Jordan International Investment,JORDAN,JORDAN
B1Q2JS,Future Arab Investment,JORDAN,JORDAN
B1S3VG,General Lightweight Concrete Industries,JORDAN,JORDAN
B1W2TL,Darwish Al- Khalili & Sons,JORDAN,JORDAN
B23Z4V,Palaces For Real Estate Projects,JORDAN,JORDAN
B23ZRL,Mediterranean & Gulf Insurance Co. Plc,JORDAN,JORDAN
B23ZSR,Babelon Investments Co. PLC,JORDAN,JORDAN
B23ZTB,Darkom Investments Co.,JORDAN,JORDAN
B23ZV8,Al-Rakaez Investment Co.,JORDAN,JORDAN
B23ZVS,Al-tahdith For Real Estate Investments,JORDAN,JORDAN
B23ZW3,Kafa'a For Financial & Economical Investments,JORDAN,JORDAN
B243QX,Tuhama For Financial Investments,JORDAN,JORDAN
B28ZNH,Assas for Concrete Products,JORDAN,JORDAN
B291S0,First Insurance,JORDAN,JORDAN
B292HQ,First Jordan Investment,JORDAN,JORDAN
B29M1C,Dimensions Jordan & Emirates Commercial Investments Corp.,JORDAN,JORDAN
B29VLG,Alia-the Royal Jordanian Airlines,JORDAN,JORDAN
B2N9QZ,The Professional Co. for Real Estate Investment & Housing,JORDAN,JORDAN
B2NSR4,United Cable Industries,JORDAN,JORDAN
B2QRF5,Emran Alsharq Real Jod1,JORDAN,JORDAN
B2QRH5,Model Restaurants,JORDAN,JORDAN
B2QRH6,Rum Group for Transportation & Tourism Investment,JORDAN,JORDAN
B2R8YZ,Shareco Brokerage,JORDAN,JORDAN
B39XCL,Comprehensive Multiple Transport,JORDAN,JORDAN
B39XDR,Darat Jordan Holdings Co. Plc,JORDAN,JORDAN
B3B20R,Saba'ek Investment,JORDAN,JORDAN
B3BFPJ,Philadelphia International Educational Investment Co. Plc,JORDAN,JORDAN
B3BNMV,Jordan Oil Shale Energy,JORDAN,JORDAN
B3BQXF,Jordan Clothing,JORDAN,JORDAN
B3BXC3,Al Fatihoun Al Arab for Investment,JORDAN,JORDAN
B3CMWL,Amwaj Properties Jod1,JORDAN,JORDAN
B3CRSL,Afaq Holding for Investment & Real Estate Development Plc,JORDAN,JORDAN
B3D2NX,United Group Holdings Co. Plc,JORDAN,JORDAN
B3D57G,Al-Jamil for Investments Co.,JORDAN,JORDAN
B3D80Y,Deera Investment & Real Estate Development,JORDAN,JORDAN
B3DXS5,Inwan Investment P Jod1,JORDAN,JORDAN
B3K83N,United Group for Land Transport Co. Plc,JORDAN,JORDAN
B3KQBF,Afaq for Energy Co. P.L.C.,JORDAN,JORDAN
B3L0Q5,Alentkaeya for Investment & Real Estate Development,JORDAN,JORDAN
B3Q80P,Aldaman for Investments Plc,JORDAN,JORDAN
B3QHJH,Jordan Marble Co. Plc,JORDAN,JORDAN
B3QMHC,Alisraa For Islamic Finance & Investment,JORDAN,JORDAN
B3QXML,Northern Cement Co.,JORDAN,JORDAN
B3X5N4,International Cards,JORDAN,JORDAN
B3ZLWQ,Amoun International for Investments Co.,JORDAN,JORDAN
B4KFP7,Philadelphia Pharmaceuticals,JORDAN,JORDAN
B4L5MD,Arab Weavers Union Co. Plc,JORDAN,JORDAN
B4M2V9,Comprehensive Leasing Co.,JORDAN,JORDAN
B4W85M,Sura Development & Investment,JORDAN,JORDAN
B4YR7Y,Ibn Alhaytham Hospital,JORDAN,JORDAN
B594Y9,Shira' Real Estate Development & Investment,JORDAN,JORDAN
B6188R,Ubour Logistic Services,JORDAN,JORDAN
B65HJT,Jordan Masaken For Land & Industrial Development Projects,JORDAN,JORDAN
B65PP9,United Iron & Steel Manufacturing,JORDAN,JORDAN
B66YVW,Al-Safweh for Financial Investments,JORDAN,JORDAN
B6S246,Siniora Food Industries,JORDAN,JORDAN
541247,Kazkommertsbank JSC,KAZAKHSTAN,KAZAKHSTAN
555216,CNPC Aktobemunaigas JSC Pref.,KAZAKHSTAN,KAZAKHSTAN
555217,Mangistaumunaigaz JSC,KAZAKHSTAN,KAZAKHSTAN
555219,Kazakhtelecom JSC,KAZAKHSTAN,KAZAKHSTAN
556012,Halyk Savings Bank of Kazakhstan JSC,KAZAKHSTAN,KAZAKHSTAN
556023,UST-Kamenogorsk Titanium & Magnesium Plant JSC,KAZAKHSTAN,KAZAKHSTAN
721873,Bayan Sulu JSC,KAZAKHSTAN,KAZAKHSTAN
721876,Bank Centercredit JSC,KAZAKHSTAN,KAZAKHSTAN
721883,Temirbank OJSC,KAZAKHSTAN,KAZAKHSTAN
721888,Delta Bank JSC,KAZAKHSTAN,KAZAKHSTAN
B132KD,Alliance Bank,KAZAKHSTAN,KAZAKHSTAN
B132NJ,Kaspi Bank JSC,KAZAKHSTAN,KAZAKHSTAN
B132NR,Tsesnabank JSC,KAZAKHSTAN,KAZAKHSTAN
B136LY,Atfbank JSC,KAZAKHSTAN,KAZAKHSTAN
B136M0,Bta Bank JSC,KAZAKHSTAN,KAZAKHSTAN
B136M5,Kant OJSC,KAZAKHSTAN,KAZAKHSTAN
B136M8,Kazakhinstrakh JSC,KAZAKHSTAN,KAZAKHSTAN
B136M9,KazTranscom JSC,KAZAKHSTAN,KAZAKHSTAN
B136MD,Nurbank JSC,KAZAKHSTAN,KAZAKHSTAN
B136MH,Pavlodar Regional Npv,KAZAKHSTAN,KAZAKHSTAN
B136ML,Rosa JSC,KAZAKHSTAN,KAZAKHSTAN
B3B0D6,Mangistau Electricity Distribution Network Company JSC,KAZAKHSTAN,KAZAKHSTAN
B3BXH1,Subsidiary Bank Punjab National Bank-Kazakhstan JSC,KAZAKHSTAN,KAZAKHSTAN
B3BXH4,Rakhat JSC,KAZAKHSTAN,KAZAKHSTAN
B3BXH7,Temirleasing JSC,KAZAKHSTAN,KAZAKHSTAN
B3CH0J,Aktobe Oil Equipment Plant JSC,KAZAKHSTAN,KAZAKHSTAN
B3CH0T,Almatinskiy Sakhar Npv,KAZAKHSTAN,KAZAKHSTAN
B3CHRS,Asia Avto JSC,KAZAKHSTAN,KAZAKHSTAN
B3CHSB,Asia Sakhar Jsc Npv,KAZAKHSTAN,KAZAKHSTAN
B3CHSW,Astana Gas Service JSC,KAZAKHSTAN,KAZAKHSTAN
B3CK4V,Chimpharm JSC,KAZAKHSTAN,KAZAKHSTAN
B3CLGM,Eximbank Kazakhstan JSC,KAZAKHSTAN,KAZAKHSTAN
B3CLKT,Velikaya Stena Joint-stock Investment Real Estate Fund REIT,KAZAKHSTAN,KAZAKHSTAN
B3CLLH,Mineral Resources of Central Asia JSC,KAZAKHSTAN,KAZAKHSTAN
B3CLM2,Kazakh Republican Trading House ZANGAR JSC,KAZAKHSTAN,KAZAKHSTAN
B3CNJ4,SAS JSC,KAZAKHSTAN,KAZAKHSTAN
B3CNJ5,Sat & Company JSC,KAZAKHSTAN,KAZAKHSTAN
B3CNJ6,Senim-Bank JSC,KAZAKHSTAN,KAZAKHSTAN
B3CNJL,London-Almaty Insurance Co. JSC,KAZAKHSTAN,KAZAKHSTAN
B3CNQS,AMF Group JSC,KAZAKHSTAN,KAZAKHSTAN
B3CR76,Almaty International Airport JSC,KAZAKHSTAN,KAZAKHSTAN
B45CZR,Shubarkol Komir JSC,KAZAKHSTAN,KAZAKHSTAN
B45WL0,Pavlodarenergo JSC,KAZAKHSTAN,KAZAKHSTAN
B45WN6,Mortgage Organization Kazakhstan Mortgage Co. JSC,KAZAKHSTAN,KAZAKHSTAN
B46G4J,Financial Company REAL-INVEST.kz JSC,KAZAKHSTAN,KAZAKHSTAN
B48GSV,Atameken-Agro JSC,KAZAKHSTAN,KAZAKHSTAN
B4N6G0,KMK Munai JSC,KAZAKHSTAN,KAZAKHSTAN
B54BQT,Kazakhstan Stock Exchange JSC,KAZAKHSTAN,KAZAKHSTAN
B5TSW8,KazInvestBank JSC,KAZAKHSTAN,KAZAKHSTAN
B7MKQW,KazBurGas JSC,KAZAKHSTAN,KAZAKHSTAN
B8GL8Z,Kcell JSC,KAZAKHSTAN,KAZAKHSTAN
B94QMZ,Insurance Co. Standard JSC,KAZAKHSTAN,KAZAKHSTAN
B96SWL,KazTransOil JSC,KAZAKHSTAN,KAZAKHSTAN
BFLR25,ShalkiyaZinc Ltd JSC,KAZAKHSTAN,KAZAKHSTAN
600053,A. Baumann & Co. Ltd.,KENYA,KENYA
604118,ARM Cement Limited,KENYA,KENYA
606928,British American Tobacco Kenya Ltd,KENYA,KENYA
607462,Bamburi Cement Co. Ltd.,KENYA,KENYA
610921,B.O.C Kenya Ltd,KENYA,KENYA
617307,Carbacid Investments Ltd,KENYA,KENYA
617628,Car and General (K) Ltd.,KENYA,KENYA
618839,CFC Stanbic Holdings Ltd,KENYA,KENYA
619851,I&M Holdings Limited,KENYA,KENYA
623781,Crown Paints Kenya Ltd,KENYA,KENYA
626901,Diamond Trust Bank Kenya Ltd.,KENYA,KENYA
628505,Olympia Capital Holdings Limited,KENYA,KENYA
629517,Eaagads Ltd,KENYA,KENYA
629790,Kenya Power & Lighting Co. Ltd.,KENYA,KENYA
630687,East African Portland Cement Co. Ltd.,KENYA,KENYA
632543,Express Kenya Ltd.,KENYA,KENYA
635432,Sameer Africa Limited,KENYA,KENYA
636901,Williamson Tea Kenya Ltd,KENYA,KENYA
642400,Mumias Sugar Co. Ltd.,KENYA,KENYA
644064,Housing Finance Co. Ltd.,KENYA,KENYA
647931,Jubilee Holdings Ltd,KENYA,KENYA
648376,Kapchorua Tea Co. Ltd,KENYA,KENYA
648517,Kakuzi Limited,KENYA,KENYA
648777,Kenya Airways Limited,KENYA,KENYA
651648,Limuru Tea Co. Ltd,KENYA,KENYA
656827,Marshalls East Africa Ltd.,KENYA,KENYA
661468,National Bank of Kenya,KENYA,KENYA
662578,NIC Bank LImIted,KENYA,KENYA
663626,Nation Media Group Limited,KENYA,KENYA
666882,Pan Africa Insurance Holdings Ltd.,KENYA,KENYA
673883,REA Vipingo Plantations Limited,KENYA,KENYA
683902,Standard Chartered Bank Kenya Ltd,KENYA,KENYA
683963,The Standard Group Ltd.,KENYA,KENYA
689310,Total Kenya Limited,KENYA,KENYA
690997,Uchumi Supermarkets Limited,KENYA,KENYA
691250,Unga Group Ltd,KENYA,KENYA
B01VM4,KenolKobil Limited,KENYA,KENYA
B04NN7,East African Breweries Limited,KENYA,KENYA
B0WCDV,Equity Bank Ltd.,KENYA,KENYA
B10SS4,Kenya Electricity Generating Company,KENYA,KENYA
B11R03,TPS Eastern Africa Limited,KENYA,KENYA
B18V81,Scangroup Ltd,KENYA,KENYA
B1CDBW,E.A.Cables Ltd.,KENYA,KENYA
B1G5JV,Centum Investment Co. Ltd.,KENYA,KENYA
B1HN0Z,Eveready East Africa Ltd,KENYA,KENYA
B1JD0H,Barclays Bank of Kenya Limited,KENYA,KENYA
B1P11G,CMC Holdings Ltd.,KENYA,KENYA
B1S4ZC,Sasini Limited,KENYA,KENYA
B1VG91,Kenya Commercial Bank Limited,KENYA,KENYA
B1XK13,AccessKenya Group Limited,KENYA,KENYA
B248B0,Kenya Re-Insurance Corporation Ltd.,KENYA,KENYA
B2QN3J,Safaricom Limited,KENYA,KENYA
B3FLD5,The Co-operative Bank of Kenya Ltd.,KENYA,KENYA
B4QFCY,TransCentury Limited,KENYA,KENYA
B647V2,Liberty Kenya Holdings Ltd.,KENYA,KENYA
B6RZLH,British-American Investments Company (Kenya) Ltd,KENYA,KENYA
B892ZF,Longhorn Kenya Ltd.,KENYA,KENYA
B8BNDL,CIC Insurance Group Ltd.,KENYA,KENYA
BCDBFS,Home Afrika Ltd.,KENYA,KENYA
600020,Boubyan Petrochemicals Co.,KUWAIT,KUWAIT
601308,Al-Ahleia Insurance Co.,KUWAIT,KUWAIT
601311,Al-Ahli Bank of Kuwait K.S.C.,KUWAIT,KUWAIT
601312,Al Ahlia Holding Company,KUWAIT,KUWAIT
601351,Tamdeen Real Estate Co. K.S.C.C.,KUWAIT,KUWAIT
603650,Kuwait & Middle East Financial Investment Co. KSCC,KUWAIT,KUWAIT
607168,National Mobile Telecommunications Company K.S.C.,KUWAIT,KUWAIT
607751,Al-Ahli United Bank,KUWAIT,KUWAIT
608687,Kuwait Foundry Company,KUWAIT,KUWAIT
608688,Al-Massaleh Real Estate Co. K.S.C.,KUWAIT,KUWAIT
609159,International Investment Group K.S.C.C.,KUWAIT,KUWAIT
610642,Jeezan Holdings,KUWAIT,KUWAIT
610947,Kuwait & Gulf Link Transport Co. KSC,KUWAIT,KUWAIT
612171,Gulf Glass Manufacturing Co. KSCC,KUWAIT,KUWAIT
612302,Kuwait Cable Vision Co. SAK,KUWAIT,KUWAIT
612335,Global Investment House KSCC,KUWAIT,KUWAIT
612672,Arab Real Estate Co K.S.C.,KUWAIT,KUWAIT
613133,Aref Investment Group Co,KUWAIT,KUWAIT
613135,Investment Dar Co,KUWAIT,KUWAIT
615581,Burgan Bank SAK,KUWAIT,KUWAIT
618767,Acico Industries Company K.S.C.C.,KUWAIT,KUWAIT
620677,Coast Investment & Development Co. K.S.C.C.,KUWAIT,KUWAIT
621518,Commercial Bank of Kuwait K.S.C.,KUWAIT,KUWAIT
621645,Commercial Facilities Co. SAK,KUWAIT,KUWAIT
621675,Contracting and Marine Services Company SAK,KUWAIT,KUWAIT
633860,Ajiyal Intertainment Real Estate Co.,KUWAIT,KUWAIT
633861,Hilal Cement Company K.S.C.C.,KUWAIT,KUWAIT
633864,Al-Aman Investment Co. K.S.C.C.,KUWAIT,KUWAIT
633868,Union Real Estate Company,KUWAIT,KUWAIT
639852,Gulf Cable & Electrical Industries Co. KSC,KUWAIT,KUWAIT
639854,Gulf Insurance Co. K.S.C.,KUWAIT,KUWAIT
644971,Int'L Investments Pr,KUWAIT,KUWAIT
645737,International Investor Co. K.S.C.C,KUWAIT,KUWAIT
645979,Independent Petroleum Group SAK,KUWAIT,KUWAIT
646085,International Financial Advisors KSC,KUWAIT,KUWAIT
648837,City Group Co. K S C,KUWAIT,KUWAIT
649215,Kuwait Portland Cement Co. K.S.C.C.,KUWAIT,KUWAIT
650308,Kuwait Cement Co. KSC,KUWAIT,KUWAIT
650309,Kuwait Commercial Market Complex Co.,KUWAIT,KUWAIT
650311,Safat Energy Holding Company,KUWAIT,KUWAIT
650312,Kuwait Educational Services Co.,KUWAIT,KUWAIT
650313,Kuwait Finance House K.S.C.,KUWAIT,KUWAIT
650314,Kuwait Food Co. ( Amricana ) S.A.K.,KUWAIT,KUWAIT
650315,Kuwait Hotels Co. SAK,KUWAIT,KUWAIT
650316,Kuwait Insurance Co. SAK,KUWAIT,KUWAIT
650317,Kuwait Investment Company S.A.K.,KUWAIT,KUWAIT
650318,Kuwait Projects Co. (Holding) K.S.C.C.,KUWAIT,KUWAIT
650319,Kuwait Pipe Industries & Oil Services Co. KSC,KUWAIT,KUWAIT
650320,Kuwait National Cinema Co.,KUWAIT,KUWAIT
650321,Kuwait International Bank KSC,KUWAIT,KUWAIT
650322,Kuwait Real Estate Company,KUWAIT,KUWAIT
650323,Heavy Engineering Industries & Shipbuilding Co. (KSC),KUWAIT,KUWAIT
650324,Kuwait United Poultry Co. KSC,KUWAIT,KUWAIT
650357,Metal & Recycling Co. K.S.C.C.,KUWAIT,KUWAIT
650598,Kuwait Financial Centre SAK,KUWAIT,KUWAIT
650655,Kuwait Reinsurance Co.,KUWAIT,KUWAIT
650998,Livestock Transport & Trading Co. KSC,KUWAIT,KUWAIT
651629,Industrial Investments Co. KSCC,KUWAIT,KUWAIT
651633,Securities House KSCC,KUWAIT,KUWAIT
652050,Arabi Group Holding Co. K.S.C.,KUWAIT,KUWAIT
652091,Al-Enma'a Real Estate Co.,KUWAIT,KUWAIT
652092,Al-Mal Investment Company K.S.C.C.,KUWAIT,KUWAIT
652093,First Investment Co. KSCC,KUWAIT,KUWAIT
653053,Gulf Investment House KSCC,KUWAIT,KUWAIT
656631,Alkout Industrial Projects Co.,KUWAIT,KUWAIT
656665,Automated Systems Co. KSCC,KUWAIT,KUWAIT
658686,Kuwait Packing Materials Manufacturing Co.,KUWAIT,KUWAIT
659102,Palms Agro Production Co. KSCC,KUWAIT,KUWAIT
660008,Mobile Telecommunications Co. KSC,KUWAIT,KUWAIT
661265,Bayan Investment Co. K.S.C.C.,KUWAIT,KUWAIT
661471,National Investments Co. KSC Closed,KUWAIT,KUWAIT
661472,National Real Estate Co. S.A.K.,KUWAIT,KUWAIT
662222,Osoul Investment Co. (K.S.C.) Closed,KUWAIT,KUWAIT
662641,National Cleaning Company,KUWAIT,KUWAIT
665113,Gulfinvest Int'L,KUWAIT,KUWAIT
665259,A'ayan Leasing & Investment Co.,KUWAIT,KUWAIT
665262,Injazzat Real Estate Development. Co. C.S.C. Closed,KUWAIT,KUWAIT
667413,Kuwait Financing & Investment Co. KSCC,KUWAIT,KUWAIT
667793,Pearl of Kuwait Real Estate Co.,KUWAIT,KUWAIT
668008,Kuwait Building Materials Manufacturing Co. KSCC,KUWAIT,KUWAIT
670565,National Industries Co. for Building Materials,KUWAIT,KUWAIT
670798,Kipco Asset Management Company K.S.C. (Closed),KUWAIT,KUWAIT
670851,National Petroleum Services Co. KSCC,KUWAIT,KUWAIT
671206,Investors Holding Group Company (K.S.C.C.),KUWAIT,KUWAIT
672913,Refrigeration Industries Co.,KUWAIT,KUWAIT
676963,Salhia Real Estate Co.,KUWAIT,KUWAIT
679341,Securities Group Co. KSCC,KUWAIT,KUWAIT
680942,Shuaiba Industrial Co. KSCC,KUWAIT,KUWAIT
685339,Sultan Center Food Products Co.,KUWAIT,KUWAIT
688951,The Gulf Bank K.S.C.,KUWAIT,KUWAIT
688952,National Bank of Kuwait K.S.C.,KUWAIT,KUWAIT
689029,National Industries Group (Holding) SAK,KUWAIT,KUWAIT
689030,Agility Public Warehousing Co. K.S.C.,KUWAIT,KUWAIT
691532,Danat Al-Safat Food Stuffs Co. Ksc,KUWAIT,KUWAIT
691598,Utd Realty Company Kwd0.10,KUWAIT,KUWAIT
691766,United Industries Co.,KUWAIT,KUWAIT
693841,Warba Insurance Company K.S.C.,KUWAIT,KUWAIT
B00PQY,Mabanee Company Sak,KUWAIT,KUWAIT
B00PWS,Gulf Rocks Company,KUWAIT,KUWAIT
B00ZJ3,Kuwait Co for Process Plant Construction & Contracting KSC,KUWAIT,KUWAIT
B01TQ5,International Leasing & Investment Company,KUWAIT,KUWAIT
B03FFS,Equipment Holding Co. KSCC,KUWAIT,KUWAIT
B0BVFN,Gulf Petroleum Investment Co. SAKC,KUWAIT,KUWAIT
B0L4T9,Grand Real Estate Projects KSCC,KUWAIT,KUWAIT
B0L4TX,Al-Deera Holding Company,KUWAIT,KUWAIT
B0LKMC,Tijara & Realestate Investment Co. K.S.C. Closed,KUWAIT,KUWAIT
B0MLB4,The Commercial Real Estate Co.,KUWAIT,KUWAIT
B0MLB7,Al-Dar National Real Estate Co.,KUWAIT,KUWAIT
B0MLB8,Al-Madar Finance & Investment Co.,KUWAIT,KUWAIT
B0PF9F,A'ayan Real Estate Company,KUWAIT,KUWAIT
B0PWPG,Al-Mazaya Holding Co. SAKC,KUWAIT,KUWAIT
B0QCX2,Al-Safat Investment Company K.S.C.C.,KUWAIT,KUWAIT
B0SFQ1,Al-Salam Group Holding Co.,KUWAIT,KUWAIT
B0SQ0J,Al-Safwa Group Holding Co.,KUWAIT,KUWAIT
B0SQ0S,Al-Themar Intl. Holding Co. K.S.C.C.,KUWAIT,KUWAIT
B0SQ0Z,Aqar Real Estate Investments Co. S.A.K.C.,KUWAIT,KUWAIT
B0T09D,Burgan Co. for Well Drilling KSCC,KUWAIT,KUWAIT
B0TB9D,United Foodstuff Industries Group Co. KSCC,KUWAIT,KUWAIT
B0TB9L,International Finance Co. K.S.C. Closed,KUWAIT,KUWAIT
B0TP6W,Tameer Real Estate Investment Co (KSCC),KUWAIT,KUWAIT
B0VCF3,Wethaq Takaful Insurance Co. KCSC,KUWAIT,KUWAIT
B0VD2D,United Real Estate Company SAK,KUWAIT,KUWAIT
B0VXKH,Al-Qurain Holding Co. KSCC,KUWAIT,KUWAIT
B0VXM3,Sokouk Holding Co.,KUWAIT,KUWAIT
B0WCDR,Safwan Trading & Contracting Co. KSCC,KUWAIT,KUWAIT
B0WCFT,Sanam Real Estate Co. KSCC,KUWAIT,KUWAIT
B0WG88,IFA Hotels & Resorts Co. (K.S.C.C.),KUWAIT,KUWAIT
B0WG8C,Ekttitab Holding Co. K.S.C.C.,KUWAIT,KUWAIT
B0WGTY,National Ranges Co. KSCC,KUWAIT,KUWAIT
B0WGV2,Hits Telecom Holding Co. KSCC,KUWAIT,KUWAIT
B0WGV6,National Slaughter House Co. KSCC,KUWAIT,KUWAIT
B0WGV8,National International Holding Co. Ksc,KUWAIT,KUWAIT
B0XBZD,Combined Group Contracting Co. SAKC,KUWAIT,KUWAIT
B0YY4H,Kuwait Invest Co,KUWAIT,KUWAIT
B0Z9YY,International Resorts Co. KSCC,KUWAIT,KUWAIT
B0ZGJG,Gulf Franchising Holding Co. Kscc,KUWAIT,KUWAIT
B0ZGQ6,Housing Finance Co. SAKC,KUWAIT,KUWAIT
B0ZL3Z,Privatization Holding Co. KSCC,KUWAIT,KUWAIT
B10SGD,Jeeran Holding Co. S.A.K.C.,KUWAIT,KUWAIT
B11YGJ,Credit Rating & Collection KSCC,KUWAIT,KUWAIT
B121LG,First Takaful Insurance Co. KSCC,KUWAIT,KUWAIT
B1228H,Kuwait Slaughter House Co. KSCC,KUWAIT,KUWAIT
B1250F,Eyas for Higher & Technical Education,KUWAIT,KUWAIT
B125SR,Nafais Holding Co. K.S.C.C.,KUWAIT,KUWAIT
B13BP8,Kuwait Real Estate Holding Co. KSHC,KUWAIT,KUWAIT
B13BW9,The Energy House Holding Co.,KUWAIT,KUWAIT
B13BYX,Human Soft Holding Co. KSCC,KUWAIT,KUWAIT
B13YB9,Al-Madina for Finance & Investment Co. SAKC,KUWAIT,KUWAIT
B142CH,Noor Financial Investment Co. KSC,KUWAIT,KUWAIT
B14VTB,Al-Safat Tec Holding Company K.S.C.C.,KUWAIT,KUWAIT
B15DYL,Boubyan Bank K.S.C.,KUWAIT,KUWAIT
B15FV1,Mushrif Trading & Contracting Co. SAKC,KUWAIT,KUWAIT
B15TDN,Al-Tamdeen Investment Co.,KUWAIT,KUWAIT
